SCINTILLA;100015742437;SCINTILLA -#1BK -;;;0
SCINTILLA;100015742443;SCINTILLA-#2BK -;;;0
SCINTILLA;100015742445;SCINTILLA-#2BK -;;;0
SCINTILLA;100015742447;SCINTILLA-#2BK -;;;0
BROTHERTOWN ROAD;100015742467;BROTHERTOWN RD-#2BK -TRANS;;;615
;100015742809;JENNISON-GRND-BK      -TRANS;;;0
STILESVILLE;100015742851;STILESVILLE-#1BK -TRANS;;;2959
STILESVILLE;100015742853;STILESVILLE-#2BK -TRANS;;;3737
GUILDFORD CENTER;100015742992;GUILDFORD CENTER-#1BK -TRANS;;;854
COLUMBUS;100015743079;COLUMBUS - 1BK -TRANS;;;371
COLUMBUS;100015743081;COLUMBUS - 2BK -TRANS;;;10
;100015743266;FRASER (SVC)-1BK -TRANS-Y;;;0
;100015743268;FRASER (SVC)-1BK -TRANS-Z;;;0
;100015743270;FRASER (SVC)-1BK -TRANS-W;;;0
;100015743338;FRASER (SVC)-GRND BK-TRANS-W;;;0
;100015743340;FRASER (SVC)-GRND BK-TRANS-X;;;0
;100015743342;FRASER (SVC)-GRND BK-TRANS-Y;;;0
;100015743344;FRASER (SVC)-GRND BK-TRANS-Z;;;0
BIRDSALL STREET;100015743455;BIRDSALL ST-#1BK -TRANS;;;1136
BIRDSALL STREET;100015743457;BIRDSALL ST-#1BK -TRANS;;;1136
BIRDSALL STREET;100015743459;BIRDSALL ST-#1BK -TRANS;;;1136
BIRDSALL STREET;100015743461;BIRDSALL ST-#2BK -TRANS;;;1414
BIRDSALL STREET;100015743463;BIRDSALL ST-#2BK -TRANS;;;1414
BIRDSALL STREET;100015743465;BIRDSALL ST-#2BK -TRANS;;;1414
ORISKANY FALLS;100015743594;ORISKANY FALLS-#1BK -TRANS;;;1670
ORISKANY FALLS;100015743596;ORISKANY FALLS-#1BK -TRANS;;;1670
ORISKANY FALLS;100015743598;ORISKANY FALLS-#1BK -TRANS;;;1670
ORISKANY FALLS;100015743618;ORISKANY FALLS-#2BK -TRANS;;;1
ORISKANY FALLS;100015743620;ORISKANY FALLS-#2BK -TRANS;;;1
ORISKANY FALLS;100015743622;ORISKANY FALLS-#2BK -TRANS;;;1
OXFORD;100015743691;OXFORD-#1BK -TRANS;;;1892
OXFORD;100015743693;OXFORD-#1BK -TRANS;;;1892
OXFORD;100015743695;OXFORD-#1BK -TRANS;;;1892
BOUCKVILLE;100015743760;BOUCKVILLE-#1BK -TRANS;;;1014
EARLVILLE;100015743772;EARLVILLE-#1BK -TRANS;;;2594
EARLVILLE;100015743796;EARLVILLE-#1BK -TRANS;;;2594
BRIDGEWATER;100015743800;BRIDGEWATER-#1BK -TRANS;;;557
BRIDGEWATER;100015743802;BRIDGEWATER-#1BK -TRANS;;;557
BRIDGEWATER;100015743804;BRIDGEWATER-#1BK -TRANS;;;557
EARLVILLE;100015743866;EARLVILLE-#1BK -TRANS;;;2594
EATON;100015743890;EATON-#1BK -TRANS;;;692
EATON;100015743892;EATON-#1BK -TRANS;;;692
EATON;100015743894;EATON-#1BK -TRANS;;;692
EDMESTON;100015743904;EDMESTON-#1BK -TRANS;;;788
EDMESTON;100015743906;EDMESTON-#1BK -TRANS;;;788
EDMESTON;100015743908;EDMESTON-#1BK -TRANS;;;788
MORRISVILLE;100015743947;MORRISVILLE-#1BK -TRANS;;;53
MORRISVILLE;100015743949;MORRISVILLE-#1BK -TRANS;;;53
MORRISVILLE;100015743951;MORRISVILLE-#1BK -TRANS;;;53
MORRISVILLE;100015743953;MORRISVILLE-#2BK -TRANS;;;1419
MORRISVILLE;100015744032;NORTH NORWICH-1BK -TRANS;;;434
WOODS CORNERS;100015744066;WOODS CORNERS-#1BK;;;757
WOODS CORNERS;100015744068;WOODS CORNERS-#1BK;;;757
WOODS CORNERS;100015744070;WOODS CORNERS-#1BK;;;757
SOUTH NEW BERLIN;100015744126;SOUTH NEW BERLIN-#1BK;;;567
EAST NORWICH;100015744171;EAST NORWICH-#2BK;;;4664
EAST NORWICH;100015744415;EAST NORWICH-GRNDBK;;;0
BELLEAYRE;100015744566;BELLEAYRE-#1BK -;;;1500
ARKVILLE;100015744628;ARKVILLE-#1BK -TRANS;;;2854
ANDES;100015744674;ANDES-#1BK -TRANS;;;1666
